"","long","lat","group","order","region","subregion"
"7139",-121.472785949707,39.327823638916,160,7139,"california","butte"
"7140",-121.501426696777,39.3163642883301,160,7140,"california","butte"
"7141",-121.541534423828,39.2934455871582,160,7141,"california","butte"
"7142",-121.581642150879,39.3049049377441,160,7142,"california","butte"
"7143",-121.610290527344,39.322093963623,160,7143,"california","butte"
"7144",-121.62174987793,39.3106346130371,160,7144,"california","butte"
"7146",-120.069030761719,38.5199508666992,161,7146,"california","calaveras"
"7147",-120.074768066406,38.4970321655273,161,7147,"california","calaveras"
"7148",-120.074768066406,38.4569244384766,161,7148,"california","calaveras"
"7149",-120.05184173584,38.4454689025879,161,7149,"california","calaveras"
"7150",-120.074768066406,38.416820526123,161,7150,"california","calaveras"
"7151",-120.10913848877,38.4053611755371,161,7151,"california","calaveras"
"7152",-120.189361572266,38.3537940979004,161,7152,"california","calaveras"
"7153",-120.246658325195,38.3022308349609,161,7153,"california","calaveras"
"7154",-120.38990020752,38.1246147155762,161,7154,"california","calaveras"
"7155",-120.464370727539,38.0272064208984,161,7155,"california","calaveras"
"7156",-120.498756408691,37.9928321838379,161,7156,"california","calaveras"
"7157",-120.521667480469,37.9985618591309,161,7157,"california","calaveras"
"7158",-120.538864135742,37.969913482666,161,7158,"california","calaveras"
"7159",-120.51594543457,37.9584541320801,161,7159,"california","calaveras"
"7160",-120.56177520752,37.9068870544434,161,7160,"california","calaveras"
"7161",-120.63053894043,37.8495941162109,161,7161,"california","calaveras"
"7162",-120.647720336914,37.832405090332,161,7162,"california","calaveras"
"7163",-120.917007446289,38.0730438232422,161,7163,"california","calaveras"
"7164",-120.934196472168,38.0959625244141,161,7164,"california","calaveras"
"7165",-120.962852478027,38.1417999267578,161,7165,"california","calaveras"
"7166",-120.980041503906,38.1990966796875,161,7166,"california","calaveras"
"7167",-120.980041503906,38.2220153808594,161,7167,"california","calaveras"
"7168",-120.934196472168,38.2220153808594,161,7168,"california","calaveras"
"7169",-120.888366699219,38.2334747314453,161,7169,"california","calaveras"
"7170",-120.785232543945,38.2907676696777,161,7170,"california","calaveras"
"7171",-120.636260986328,38.3652534484863,161,7171,"california","calaveras"
"7172",-120.619079589844,38.3881721496582,161,7172,"california","calaveras"
"7173",-120.50447845459,38.4511985778809,161,7173,"california","calaveras"
"7174",-120.464370727539,38.4454689025879,161,7174,"california","calaveras"
"7175",-120.441452026367,38.4683876037598,161,7175,"california","calaveras"
"7176",-120.395622253418,38.4683876037598,161,7176,"california","calaveras"
"7177",-120.355514526367,38.4683876037598,161,7177,"california","calaveras"
"7178",-120.21800994873,38.5027618408203,161,7178,"california","calaveras"
"7179",-120.126335144043,38.5084953308105,161,7179,"california","calaveras"
"7180",-120.069030761719,38.5199508666992,161,7180,"california","calaveras"
"7182",-121.822280883789,38.9382133483887,162,7182,"california","colusa"
"7183",-122.400978088379,38.9324798583984,162,7183,"california","colusa"
"7184",-122.406700134277,38.9668617248535,162,7184,"california","colusa"
"7185",-122.423889160156,38.9955062866211,162,7185,"california","colusa"
"7186",-122.475456237793,39.0241546630859,162,7186,"california","colusa"
"7187",-122.492652893066,39.0470733642578,162,7187,"california","colusa"
"7188",-122.486915588379,39.0929069519043,162,7188,"california","colusa"
"7189",-122.509841918945,39.1215591430664,162,7189,"california","colusa"
"7190",-122.48119354248,39.138744354248,162,7190,"california","colusa"
"7191",-122.48119354248,39.1788520812988,162,7191,"california","colusa"
"7192",-122.515563964844,39.2132339477539,162,7192,"california","colusa"
"7193",-122.601516723633,39.2075004577637,162,7193,"california","colusa"
"7194",-122.618698120117,39.2189598083496,162,7194,"california","colusa"
"7195",-122.658805847168,39.2132339477539,162,7195,"california","colusa"
"7196",-122.69319152832,39.2590675354004,162,7196,"california","colusa"
"7197",-122.761940002441,39.2934455871582,162,7197,"california","colusa"
"7198",-122.76766204834,39.339282989502,162,7198,"california","colusa"
"7199",-122.756202697754,39.3736610412598,162,7199,"california","colusa"
"7200",-122.77912902832,39.3793907165527,162,7200,"california","colusa"
"7201",-122.807769775391,39.3851165771484,162,7201,"california","colusa"
"7202",-122.77912902832,39.3908500671387,162,7202,"california","colusa"
"7203",-122.727554321289,39.3908500671387,162,7203,"california","colusa"
"7204",-122.635879516602,39.3908500671387,162,7204,"california","colusa"
"7205",-122.143142700195,39.3908500671387,162,7205,"california","colusa"
"7206",-122.143142700195,39.4137687683105,162,7206,"california","colusa"
"7207",-122.011360168457,39.4137687683105,162,7207,"california","colusa"
"7208",-122.011360168457,39.3908500671387,162,7208,"california","colusa"
"7209",-121.885314941406,39.3851165771484,162,7209,"california","colusa"
"7210",-121.891036987305,39.3679313659668,162,7210,"california","colusa"
"7211",-121.908233642578,39.333553314209,162,7211,"california","colusa"
"7212",-121.908233642578,39.2934455871582,162,7212,"california","colusa"
"7213",-121.925422668457,39.2819862365723,162,7213,"california","colusa"
"7214",-121.936882019043,39.2705268859863,162,7214,"california","colusa"
"7215",-121.931144714355,39.2075004577637,162,7215,"california","colusa"
"7216",-121.942604064941,39.1731262207031,162,7216,"california","colusa"
"7217",-121.925422668457,39.1215591430664,162,7217,"california","colusa"
"7218",-121.885314941406,39.0814514160156,162,7218,"california","colusa"
"7219",-121.839469909668,39.0642623901367,162,7219,"california","colusa"
"7220",-121.78791809082,38.9955062866211,162,7220,"california","colusa"
"7221",-121.828018188477,38.9725875854492,162,7221,"california","colusa"
"7222",-121.822280883789,38.9382133483887,162,7222,"california","colusa"
"7224",-121.570182800293,38.0959625244141,163,7224,"california","contra costa"
"7225",-121.581642150879,38.0730438232422,163,7225,"california","contra costa"
"7226",-121.587379455566,38.0501251220703,163,7226,"california","contra costa"
"7227",-121.558723449707,38.0272064208984,163,7227,"california","contra costa"
"7228",-121.587379455566,38.0042877197266,163,7228,"california","contra costa"
"7229",-121.581642150879,37.964183807373,163,7229,"california","contra costa"
"7230",-121.552993774414,37.9412651062012,163,7230,"california","contra costa"
"7231",-121.57592010498,37.8667793273926,163,7231,"california","contra costa"
"7232",-121.541534423828,37.8438606262207,163,7232,"california","contra costa"
"7233",-121.552993774414,37.8152160644531,163,7233,"california","contra costa"
"7234",-121.593101501465,37.8094863891602,163,7234,"california","contra costa"
"7235",-121.982711791992,37.7063522338867,163,7235,"california","contra costa"
"7236",-121.98844909668,37.7636489868164,163,7236,"california","contra costa"
"7237",-122.045738220215,37.7922973632812,163,7237,"california","contra costa"
"7238",-122.120231628418,37.7922973632812,163,7238,"california","contra costa"
"7239",-122.131675720215,37.8209419250488,163,7239,"california","contra costa"
"7240",-122.183242797852,37.8209419250488,163,7240,"california","contra costa"
"7241",-122.20044708252,37.8667793273926,163,7241,"california","contra costa"
"7242",-122.246276855469,37.8896980285645,163,7242,"california","contra costa"
"7243",-122.274917602539,37.9011573791504,163,7243,"california","contra costa"
"7244",-122.303565979004,37.9183502197266,163,7244,"california","contra costa"
"7245",-122.332214355469,37.9298057556152,163,7245,"california","contra costa"
"7246",-122.360870361328,37.9355354309082,163,7246,"california","contra costa"
"7247",-122.378059387207,37.964183807373,163,7247,"california","contra costa"
"7248",-122.366592407227,37.969913482666,163,7248,"california","contra costa"
"7249",-122.349411010742,37.9928321838379,163,7249,"california","contra costa"
"7250",-122.337951660156,38.0157508850098,163,7250,"california","contra costa"
"7251",-122.337951660156,38.0272064208984,163,7251,"california","contra costa"
"7252",-122.292106628418,38.0272064208984,163,7252,"california","contra costa"
"7253",-122.263458251953,38.0272064208984,163,7253,"california","contra costa"
"7254",-122.246276855469,38.0501251220703,163,7254,"california","contra costa"
"7255",-122.217628479004,38.0615882873535,163,7255,"california","contra costa"
"7256",-122.234817504883,38.0615882873535,163,7256,"california","contra costa"
"7257",-122.125953674316,38.0272064208984,163,7257,"california","contra costa"
"7258",-122.091567993164,38.0558586120605,163,7258,"california","contra costa"
"7259",-122.005630493164,38.0673141479492,163,7259,"california","contra costa"
"7260",-121.936882019043,38.0558586120605,163,7260,"california","contra costa"
"7261",-121.896774291992,38.0501251220703,163,7261,"california","contra costa"
"7262",-121.850929260254,38.0673141479492,163,7262,"california","contra costa"
"7263",-121.83374786377,38.0615882873535,163,7263,"california","contra costa"
"7264",-121.828018188477,38.0443954467773,163,7264,"california","contra costa"
"7265",-121.793640136719,38.0214805603027,163,7265,"california","contra costa"
"7266",-121.742073059082,38.0214805603027,163,7266,"california","contra costa"
"7267",-121.707702636719,38.0272064208984,163,7267,"california","contra costa"
"7268",-121.684776306152,38.0615882873535,163,7268,"california","contra costa"
"7269",-121.679039001465,38.0959625244141,163,7269,"california","contra costa"
"7270",-121.650398254395,38.0959625244141,163,7270,"california","contra costa"
"7271",-121.62174987793,38.0959625244141,163,7271,"california","contra costa"
"7272",-121.604568481445,38.107421875,163,7272,"california","contra costa"
"7273",-121.570182800293,38.0959625244141,163,7273,"california","contra costa"
"7275",-123.684394836426,41.3904724121094,164,7275,"california","del norte"
"7276",-123.735969543457,41.3904724121094,164,7276,"california","del norte"
"7277",-123.793258666992,41.3904724121094,164,7277,"california","del norte"
"7278",-123.793258666992,41.4706840515137,164,7278,"california","del norte"
"7279",-124.005256652832,41.4764175415039,164,7279,"california","del norte"
"7280",-124.03963470459,41.4649543762207,164,7280,"california","del norte"
"7281",-124.056823730469,41.5107917785645,164,7281,"california","del norte"
"7282",-124.068283081055,41.5279808044434,164,7282,"california","del norte"
"7283",-124.074005126953,41.5508995056152,164,7283,"california","del norte"
"7284",-124.03963470459,41.5508995056152,164,7284,"california","del norte"
"7285",-124.056823730469,41.5852737426758,164,7285,"california","del norte"
"7286",-124.09693145752,41.6253814697266,164,7286,"california","del norte"
"7287",-124.108390808105,41.6826820373535,164,7287,"california","del norte"
"7288",-124.131309509277,41.722785949707,164,7288,"california","del norte"
"7289",-124.154220581055,41.7628936767578,164,7289,"california","del norte"
"7290",-124.188606262207,41.7800827026367,164,7290,"california","del norte"
"7291",-124.222984313965,41.8087310791016,164,7291,"california","del norte"
"7292",-124.234436035156,41.8488388061523,164,7292,"california","del norte"
"7293",-124.222984313965,41.8946723937988,164,7293,"california","del norte"
"7294",-124.200065612793,41.9405097961426,164,7294,"california","del norte"
"7295",-124.188606262207,41.9748878479004,164,7295,"california","del norte"
"7296",-124.18286895752,42.0035362243652,164,7296,"california","del norte"
"7297",-123.844825744629,42.0092658996582,164,7297,"california","del norte"
"7298",-123.546890258789,42.0092658996582,164,7298,"california","del norte"
"7299",-123.564079284668,41.9863471984863,164,7299,"california","del norte"
"7300",-123.55835723877,41.9519729614258,164,7300,"california","del norte"
"7301",-123.632827758789,41.8946723937988,164,7301,"california","del norte"
"7302",-123.667213439941,41.8946723937988,164,7302,"california","del norte"
"7303",-123.695861816406,41.8373794555664,164,7303,"california","del norte"
"7304",-123.73023223877,41.8373794555664,164,7304,"california","del norte"
"7305",-123.695861816406,41.8087310791016,164,7305,"california","del norte"
"7306",-123.707321166992,41.7972717285156,164,7306,"california","del norte"
"7307",-123.718780517578,41.7571640014648,164,7307,"california","del norte"
"7308",-123.678672790527,41.7399749755859,164,7308,"california","del norte"
"7309",-123.707321166992,41.6826820373535,164,7309,"california","del norte"
"7310",-123.707321166992,41.6483001708984,164,7310,"california","del norte"
"7311",-123.73023223877,41.6368446350098,164,7311,"california","del norte"
"7312",-123.741691589355,41.602466583252,164,7312,"california","del norte"
"7313",-123.707321166992,41.602466583252,164,7313,"california","del norte"
"7314",-123.707321166992,41.5508995056152,164,7314,"california","del norte"
"7315",-123.661476135254,41.5337104797363,164,7315,"california","del norte"
"7316",-123.661476135254,41.5165214538574,164,7316,"california","del norte"
"7317",-123.695861816406,41.4878730773926,164,7317,"california","del norte"
"7318",-123.684394836426,41.4248466491699,164,7318,"california","del norte"
"7319",-123.684394836426,41.3904724121094,164,7319,"california","del norte"
"7321",-121.151931762695,38.7204895019531,165,7321,"california","el dorado"
"7322",-121.151931762695,38.7319450378418,165,7322,"california","el dorado"
"7323",-121.100357055664,38.8121604919434,165,7323,"california","el dorado"
"7324",-121.08317565918,38.8178901672363,165,7324,"california","el dorado"
"7325",-121.043067932129,38.9095611572266,165,7325,"california","el dorado"
"7326",-120.922744750977,38.9496688842773,165,7326,"california","el dorado"
"7327",-120.876907348633,38.9496688842773,165,7327,"california","el dorado"
"7328",-120.813873291016,39.0069694519043,165,7328,"california","el dorado"
"7329",-120.745124816895,39.0069694519043,165,7329,"california","el dorado"
"7330",-120.71647644043,38.9783172607422,165,7330,"california","el dorado"
"7331",-120.693557739258,38.9783172607422,165,7331,"california","el dorado"
"7332",-120.573234558105,38.9152946472168,165,7332,"california","el dorado"
"7333",-120.544586181641,38.9324798583984,165,7333,"california","el dorado"
"7334",-120.464370727539,38.9840507507324,165,7334,"california","el dorado"
"7335",-120.447189331055,39.0298881530762,165,7335,"california","el dorado"
"7336",-120.252380371094,39.0241546630859,165,7336,"california","el dorado"
"7337",-120.246658325195,39.0356140136719,165,7337,"california","el dorado"
"7338",-120.17790222168,39.0413436889648,165,7338,"california","el dorado"
"7339",-120.137794494629,39.0757217407227,165,7339,"california","el dorado"
"7340",-120.074768066406,39.0642623901367,165,7340,"california","el dorado"
"7341",-120.006011962891,39.0642623901367,165,7341,"california","el dorado"
"7342",-119.994552612305,38.9897766113281,165,7342,"california","el dorado"
"7343",-119.868492126465,38.9095611572266,165,7343,"california","el dorado"
"7344",-119.885696411133,38.875186920166,165,7344,"california","el dorado"
"7345",-119.874229431152,38.869457244873,165,7345,"california","el dorado"
"7346",-119.885696411133,38.8579978942871,165,7346,"california","el dorado"
"7347",-119.908599853516,38.8522682189941,165,7347,"california","el dorado"
"7348",-119.914337158203,38.8293495178223,165,7348,"california","el dorado"
"7349",-119.948707580566,38.8064308166504,165,7349,"california","el dorado"
"7350",-119.954444885254,38.7777824401855,165,7350,"california","el dorado"
"7351",-120.05184173584,38.7204895019531,165,7351,"california","el dorado"
"7352",-120.074768066406,38.7090263366699,165,7352,"california","el dorado"
"7353",-120.097686767578,38.7090263366699,165,7353,"california","el dorado"
"7354",-120.114875793457,38.6975708007812,165,7354,"california","el dorado"
"7355",-120.166442871094,38.6345443725586,165,7355,"california","el dorado"
"7356",-120.223731994629,38.6230850219727,165,7356,"california","el dorado"
"7357",-120.235191345215,38.5944366455078,165,7357,"california","el dorado"
"7358",-120.286758422852,38.5715179443359,165,7358,"california","el dorado"
"7359",-120.355514526367,38.5428695678711,165,7359,"california","el dorado"
"7360",-120.435729980469,38.5371398925781,165,7360,"california","el dorado"
"7361",-120.50447845459,38.5142250061035,165,7361,"california","el dorado"
"7362",-120.573234558105,38.5084953308105,165,7362,"california","el dorado"
"7363",-120.641998291016,38.5142250061035,165,7363,"california","el dorado"
"7364",-120.813873291016,38.56005859375,165,7364,"california","el dorado"
"7365",-120.917007446289,38.5199508666992,165,7365,"california","el dorado"
"7366",-120.945655822754,38.5256805419922,165,7366,"california","el dorado"
"7367",-120.991500854492,38.5142250061035,165,7367,"california","el dorado"
"7368",-121.020149230957,38.5142250061035,165,7368,"california","el dorado"
"7369",-121.037330627441,38.5256805419922,165,7369,"california","el dorado"
"7370",-121.129005432129,38.7204895019531,165,7370,"california","el dorado"
"7371",-121.146194458008,38.703296661377,165,7371,"california","el dorado"
"7372",-121.151931762695,38.7204895019531,165,7372,"california","el dorado"
"7374",-120.682106018066,36.2739562988281,166,7374,"california","fresno"
"7375",-120.682106018066,36.2911491394043,166,7375,"california","fresno"
"7376",-120.664909362793,36.3083343505859,166,7376,"california","fresno"
"7377",-120.584693908691,36.3255233764648,166,7377,"california","fresno"
"7378",-120.584693908691,36.474494934082,166,7378,"california","fresno"
"7379",-120.71647644043,36.5776252746582,166,7379,"california","fresno"
"7380",-120.876907348633,36.7094039916992,166,7380,"california","fresno"
"7381",-120.899826049805,36.7380523681641,166,7381,"california","fresno"
"7382",-120.533126831055,37.0359916687012,166,7382,"california","fresno"
"7383",-120.51594543457,37.0130767822266,166,7383,"california","fresno"
"7384",-120.464370727539,36.9557762145996,166,7384,"california","fresno"
"7385",-120.452911376953,36.9156684875488,166,7385,"california","fresno"
"7386",-120.452911376953,36.8698310852051,166,7386,"california","fresno"
"7387",-120.435729980469,36.8411865234375,166,7387,"california","fresno"
"7388",-120.384162902832,36.8068084716797,166,7388,"california","fresno"
"7389",-120.372695922852,36.7838897705078,166,7389,"california","fresno"
"7390",-120.326866149902,36.7838897705078,166,7390,"california","fresno"
"7391",-120.275299072266,36.755241394043,166,7391,"california","fresno"
"7392",-120.10913848877,36.8010787963867,166,7392,"california","fresno"
"7393",-119.97737121582,36.8239974975586,166,7393,"california","fresno"
"7394",-119.942985534668,36.8297271728516,166,7394,"california","fresno"
"7395",-119.776832580566,36.8698310852051,166,7395,"california","fresno"
"7396",-119.76537322998,36.9042129516602,166,7396,"california","fresno"
